execution_id;timestamp;repetition;dataset;experiment;data_structure;runtime;storage;
161;1601305816;0;/space/fuchs/shared/graph-two-datasets/yahoo-songs/base.csr;bfs;bllAL(248,0);384345;;
161;1601305822;0;/space/fuchs/shared/graph-two-datasets/yahoo-songs/base.csr;insert;bllAL(248,0);6045582;;
161;1601305822;0;/space/fuchs/shared/graph-two-datasets/yahoo-songs/base.csr;bfs;bllAL(248,0);432812;;
162;1601305825;0;/space/fuchs/shared/graph-two-datasets/yahoo-songs/base.csr;bfs;bllAL(512,0);383945;;
162;1601305831;0;/space/fuchs/shared/graph-two-datasets/yahoo-songs/base.csr;insert;bllAL(512,0);6029169;;
162;1601305832;0;/space/fuchs/shared/graph-two-datasets/yahoo-songs/base.csr;bfs;bllAL(512,0);428485;;
163;1601305839;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;vectorAL(0);3502981;;
163;1601305840;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;insert;vectorAL(0);924738;;
163;1601305844;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;vectorAL(0);4090572;;
164;1601305851;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;bllAL(32,0);3312836;;
164;1601306003;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;insert;bllAL(32,0);152041305;;
164;1601306007;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;bllAL(32,0);3800912;;
165;1601306015;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;bllAL(64,0);3498551;;
165;1601306137;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;insert;bllAL(64,0);121885142;;
165;1601306141;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;bllAL(64,0);3890062;;
166;1601306151;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;bllAL(128,0);3529847;;
166;1601306203;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;insert;bllAL(128,0);51297515;;
166;1601306207;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;bllAL(128,0);3982726;;
167;1601306222;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;bllAL(248,0);3619243;;
167;1601306242;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;insert;bllAL(248,0);20362962;;
167;1601306246;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;bllAL(248,0);4110312;;
168;1601306272;0;/space/fuchs/shared/graph-two-datasets/soc-bitcoin/base.csr;bfs;bllAL(512,0);3699401;;
